"id","lastName","firstName","patronymic","isArtist","birthDate","deathDate","birthPlace","deathPlace","otherInfo","wikiUrl"
292,Перуцкий,Михаил,Семёнович,0,"1892","1959","","","",https://artinvestment.ru/auctions/111490
293,Поваляева,Вера,Л,0,"","","","","",https://artinvestment.ru/auctions/129870
294,Покаржевский,Пётр,Дмитриевич,0,"1889","1968","","","",https://artinvestment.ru/auctions/15370
295,Попов,Николай,Николаевич,0,"1890","1958","","","",https://artinvestment.ru/auctions/129890
296,Ражин,Николай,Павлович,0,"1892",не ранее 1943,"","","",https://artinvestment.ru/auctions/129910
297,Розанов,Григорий,Павлович,0,"1891",ок. 1970,"","","",https://artinvestment.ru/auctions/129930
298,Рудаков,Василий,Николаевич,0,"1891","1981","","","",https://artinvestment.ru/auctions/129950
299,Саввичев,Василий,Андреевич,0,"1886","1929","","","",https://artinvestment.ru/auctions/129970
300,Садков,Виктор,Николаевич,0,"1903","1976","","","",https://artinvestment.ru/auctions/15610
301,Сахаров,Сергей,Георгиевич,0,"1906","1969","","","",https://artinvestment.ru/auctions/130010
302,Соколов-Скаля,Павел,Петрович,0,"1899","1961","","","",https://artinvestment.ru/auctions/290
303,Соколовская,П,П,0,"","","","","",https://artinvestment.ru/auctions/130030
304,Сретенский,Григорий,Александрович,0,"1899","1972","","","",https://artinvestment.ru/auctions/2152
305,Ставровский,Аркадий,Сергеевич,0,"1903","1980","","","",https://artinvestment.ru/auctions/130050
306,Стеньшинская,Нина,Сергеевна,0,"1901","1988","","","",https://artinvestment.ru/auctions/40980
307,Стеньшинский,Иван,Сергеевич,0,"1896","1965","","","",https://artinvestment.ru/auctions/130070
308,Талдыкин,Александр,Алексеевич,0,"","","","","",https://artinvestment.ru/auctions/130090
309,Чепцов,К,А,0,"","","","","",https://artinvestment.ru/auctions/130110
310,Шалимов,Николай,Георгиевич,0,"","","","","",https://artinvestment.ru/auctions/130150
311,Брик,Осип,Максимович,0,"1888","1945",Москва,Москва,"","https://ru.wikipedia.org/wiki/Брик,_Осип_Максимович"
312,Эйгес,Ольга,Вячеславовна,0,"1910","1996","","","",https://artinvestment.ru/auctions/79570
313,Вильямс,Пётр,Владимирович,0,"1902","1947","","","",https://artinvestment.ru/auctions/785
314,Комиссаренко,Зенон,Петрович,0,"1891","1980","","","",https://artinvestment.ru/auctions/16430
315,Лабас,Александр,Аркадьевич,0,"1900","1983","","","",https://artinvestment.ru/auctions/1170
316,Лучишкин,Сергей,Алексеевич,0,"1902","1989","","","",https://artinvestment.ru/auctions/33640
317,Никритин,Соломон,Борисович,0,"1898","1965","","","",https://artinvestment.ru/auctions/3273
318,Плаксин,Михаил,Матвеевич,0,"1898","1965","","","",https://artinvestment.ru/auctions/124670
319,Редько,Климент,Николаевич,0,"1897","1956","","","",https://artinvestment.ru/auctions/1134
320,Тряскин,Николай,Адрианович,0,"1902","1995","","","",https://artinvestment.ru/auctions/124690
321,Тышлер,Александр,Григорьевич,0,"1898","1980","","","",https://artinvestment.ru/auctions/1136
322,Адливанкин,Самуил,Яковлевич,0,"1897","1966","","","",https://artinvestment.ru/auctions/2286
323,Нюренберг,Амшей,Маркович,0,"1887","1979","","","",https://artinvestment.ru/auctions/15250
324,Микули,Анатолий,Францевич,0,"1882","1938","","","",https://artinvestment.ru/auctions/146140
325,Пшесецкая,Вера,Николаевна,0,"1879","1945 или 1946","","","",https://artinvestment.ru/auctions/122870
326,Сардан,Александр,Павлович,0,"1901","1974","","","",https://artinvestment.ru/auctions/122890
327,Смирнов-Русецкий,Борис,Алексеевич,0,"1905","1993","","","",https://artinvestment.ru/auctions/26590
328,Фатеев,Пётр,Петрович,0,"1891","1971","","","",https://artinvestment.ru/auctions/122910
329,Черноволенко,Виктор,Тихонович,0,"1900","1972","","","",https://artinvestment.ru/auctions/122930
330,Шиголев,Сергей,Иванович,0,"1895","1951 (?)","","","",https://artinvestment.ru/auctions/122950
331,Волков,Борис,Иванович,0,"1900","1970","","","",https://artinvestment.ru/auctions/91590
332,Вялов,Константин,Александрович,0,"1900","1976","","","",https://artinvestment.ru/auctions/4495
333,Люшин,Владимир,Иванович,0,"1898","1970","","","",https://artinvestment.ru/auctions/124190
334,Меркулов,Юрий,Александрович,0,"1901","1979","","","",https://artinvestment.ru/auctions/124210
335,Бах,Айно,Густавовна,0,"1901","1980","","","",https://artinvestment.ru/auctions/137910
336,Мамонтов,Николай,Андреевич,0,"1898","1964","","","",https://artinvestment.ru/auctions/50155
337,Мартынов,Леонид,Николаевич,0,"1905","1980","","","",https://artinvestment.ru/auctions/137930
338,Мол,Виктор,Павлович,0,"1901","1989","","","",https://artinvestment.ru/auctions/137950
339,Осолодков,Пётр,Алексеевич,0,"1898","1942","","","",https://artinvestment.ru/auctions/69340
340,Уфимцев,Виктор,Иванович,0,"1899","1964","","","",https://artinvestment.ru/auctions/26750
341,Арапов,Анатолий,Афанасьевич,0,"1876","1949","","","",https://artinvestment.ru/auctions/1518
342,Бромирский,Пётр,Игнатьевич,0,"1886","1920","","","",https://artinvestment.ru/auctions/46280
343,Бурлюк,Давид,Давидович,0,"1882","1967","","","",https://artinvestment.ru/auctions/1556
344,Гольдингер,Екатерина,Васильевна,0,"1881","1973","","","",https://artinvestment.ru/auctions/80670
345,Гончарова,Наталия,Сергеевна,0,"1881","1962","","","",https://artinvestment.ru/auctions/759
346,Дриттенпрейс,Владимир,Петрович,0,"1878",не ранее 1916,"","","",https://artinvestment.ru/auctions/123370
347,Ларионов,Михаил,Фёдорович,0,"1881","1964","","","",https://artinvestment.ru/auctions/1586
348,Маяковский,Владимир,Владимирович,0,"1893","1930","","","",https://artinvestment.ru/auctions/50195
349,Мещерин,Николай,Васильевич,0,"1864","1916","","","",https://artinvestment.ru/auctions/124850
350,Милиоти,Николай,Дмитриевич,0,"1874","1962","","","",https://artinvestment.ru/auctions/1272
351,Остроухов,Илья,Семёнович,0,"1858","1929","","","",https://artinvestment.ru/auctions/956
352,Пастернак,Леонид,Осипович,0,"1862","1945","","","",https://artinvestment.ru/auctions/1476
353,Переплётчиков,Василий,Васильевич,0,"1863","1918","","","",https://artinvestment.ru/auctions/1468
354,Сапунов,Николай,Николаевич,0,"1880","1912","","","",https://artinvestment.ru/auctions/1122
355,Серов,Валентин,Александрович,0,"1865","1911","","","",https://artinvestment.ru/auctions/1050
356,Средин,Александр,Валентинович,0,"1872","1934","","","",https://artinvestment.ru/auctions/1544
357,Судейкин,Сергей,Юрьевич,0,"1882","1946","","","",https://artinvestment.ru/auctions/1100
358,Юон,Константин,Фёдорович,0,"1875","1958","","","",https://artinvestment.ru/auctions/1454
359,Богатырёв,Михаил,Григорьевич,0,"1924","1999","","","",https://artinvestment.ru/auctions/18370
360,Васильев,Владимир,Александрович,0,"1895","1967","","","",https://artinvestment.ru/auctions/84915
361,Гуревич,Михаил,Львович,0,"1904","1943","","","",https://artinvestment.ru/auctions/2415
362,Зернова,Екатерина,Сергеевна,0,"1900","1995","","","",https://artinvestment.ru/auctions/14390
363,Игумнов,Андрей,Иванович,0,"1903","1975","","","",https://artinvestment.ru/auctions/84935
364,Козлова,Клавдия,Афанасьевна,0,"1902","1966","","","",https://artinvestment.ru/auctions/140600
365,Кудряшов,Иван,Алексеевич,0,"1896","1972","","","",https://artinvestment.ru/auctions/1522
366,Мельникова,Елена,Константиновна,0,"1902","1980","","","",https://artinvestment.ru/auctions/84975
367,Пархоменко,Константин,Кондратьевич,0,"1898","","","","",https://artinvestment.ru/auctions/140620
368,Пименов,Юрий,Иванович,0,"1903","1977","","","",https://artinvestment.ru/auctions/110
369,Тягунов,Владимир,Петрович,0,"1907","1982","","","",https://artinvestment.ru/auctions/22770
370,Шахов,Анатолий,Алексеевич,0,"1907","1976","","","",https://artinvestment.ru/auctions/140660
371,Буров,Андрей,Константинович,0,"1900","1957","","","",https://artinvestment.ru/auctions/130190
372,Веснин,Александр,Александрович,0,"1883","1959","","","",https://artinvestment.ru/auctions/4355
373,Кручёных,Алексей,Елисеевич,0,"1886","1968","","","",https://artinvestment.ru/auctions/36580
374,Лавинский,Антон,Михайлович,0,"1893","1968","","","",https://artinvestment.ru/auctions/65680
375,Сенькин,Сергей,Яковлевич,0,"1894","1963","","","",https://artinvestment.ru/auctions/130210
376,Эйзенштейн,Сергей,Михайлович,0,"1898","1948","","","",https://artinvestment.ru/auctions/50640
377,Юткевич,Сергей,Иосифович,0,"1904","1985","","","",https://artinvestment.ru/auctions/90170
378,Агафонов,Евгений,Андреевич,0,"1879","1955","","","",https://artinvestment.ru/auctions/7905
379,Алексеева,Кира,Константиновна,0,"1891","1977","","","",https://artinvestment.ru/auctions/145820
380,Барт,Виктор,Сергеевич,0,"1887","1954","","","",https://artinvestment.ru/auctions/7945
381,Барышников,Александр,Александрович,0,"1877","1924","","","",https://artinvestment.ru/auctions/145840
382,Бейгуль,Александр,Николаевич,0,"1882",после 1919,"","","",https://artinvestment.ru/auctions/145860
383,Блюменфельд,Генрих,Матвеевич,0,"1893","1920","","","",https://artinvestment.ru/auctions/145880
384,Третьяков,Сергей,Михайлович,0,"1892","1937",Гольдинген,Москва,"","https://ru.wikipedia.org/wiki/Третьяков,_Сергей_Михайлович_(поэт)"
385,Бурлюк,Владимир,Давидович,0,"1886","1917","","","",https://artinvestment.ru/auctions/1222
386,Верёвкина,Марианна,Владимировна,0,"1860","1938","","","",https://artinvestment.ru/auctions/46320
387,Гольдфарб,К,"",0,"","","","","",https://artinvestment.ru/auctions/145900
388,Гонорский,В,В,0,"","","","","",https://artinvestment.ru/auctions/145920
389,Грищенко,Алексей,Васильевич,0,"1883","1977","","","",https://artinvestment.ru/auctions/1864
390,Гумилина,Антонина,Михайловна,0,"1895","1918","","","",https://artinvestment.ru/auctions/145940
391,Долин,В,К,0,"","","","","",https://artinvestment.ru/auctions/145960
392,Дымшиц-Толстая,Софья,Исааковна,0,"1889","1963","","","",https://artinvestment.ru/auctions/145980
393,Запорожцев,В,"",0,"","","","","",https://artinvestment.ru/auctions/146000
394,Кандауров,Константин,Васильевич,0,"1865","1930","","","",https://artinvestment.ru/auctions/146020
395,Кандинский,Василий,Васильевич,0,"1866","1944","","","",https://artinvestment.ru/auctions/378
396,Кашменский,Г,Ф,0,"","","","","",https://artinvestment.ru/auctions/146040
397,Кеворкова,С,М,0,"","","","","",https://artinvestment.ru/auctions/146060
398,Клюшников,С,А,0,"","","","","",https://artinvestment.ru/auctions/146080
399,Крон,Христиан,Корнелиус,0,"1882","1959","","","",https://artinvestment.ru/auctions/146100
400,Крон,Юлия,"",0,"1882","1956","","","",https://artinvestment.ru/auctions/142880
401,Кузнецов,Н,Б,0,"","","","","",https://artinvestment.ru/auctions/146120
402,Кульбин,Николай,Иванович,0,"1868","1917","","","",https://artinvestment.ru/auctions/1446
403,Леблан,Михаил,Варфоломеевич,0,"1875","1940","","","",https://artinvestment.ru/auctions/14870
404,Мильман,Адольф,Израилевич,0,"1886","1930","","","",https://artinvestment.ru/auctions/123750
405,Михеев,М,И,0,"","","","","",https://artinvestment.ru/auctions/146160
406,Петровский,Дмитрий,Васильевич,0,"1892","1955","","","",https://artinvestment.ru/auctions/146180
407,Плигин,Александр,Павлович,0,"1880","1943","","","",https://artinvestment.ru/auctions/146200
408,Пожарский,Валериан,Иванович,0,последняя треть XIX в.,"2-я половина 1950-х (?)","","","",https://artinvestment.ru/auctions/146220
409,Потехина,Елизавета,Сергеевна,0,"1882","1963","","","",https://artinvestment.ru/auctions/122790
410,Роговин,Николай,Ефимович,0,"","","","","",https://artinvestment.ru/auctions/131890
411,Савинков,Виктор,Викторович,0,"1886","1954","","","",https://artinvestment.ru/auctions/146240
412,Самойлова,А,М,0,"","","","","",https://artinvestment.ru/auctions/146260
413,Скуйе,И,А,0,"","","","","",https://artinvestment.ru/auctions/146280
414,Суриков,Василий,Иванович,0,"1848","1916","","","",https://artinvestment.ru/auctions/815
415,Сюрваж,Леопольд,"",0,"1879","1968","","","",https://artinvestment.ru/auctions/1030
416,Такке,Борис,Александрович,0,"1889","1951","","","",https://artinvestment.ru/auctions/138340
417,Тархов,Николай,Александрович,0,"1871","1930","","","",https://artinvestment.ru/auctions/1562
418,Турченко,Л,Г,0,"","","","","",https://artinvestment.ru/auctions/146300
419,Федотов,Иван,Сергеевич,0,"1881","1951","","","",https://artinvestment.ru/auctions/146320
420,Фриденсон,Б,Г,0,"","","","","",https://artinvestment.ru/auctions/146340
421,Харыбин,Павел,Анисимович,0,"1890-е",после 1930,"","","",https://artinvestment.ru/auctions/125470
422,Ходасевич,Валентина,Михайловна,0,"1894","1970","","","",https://artinvestment.ru/auctions/2234
423,Шагал,Марк,Захарович,0,"1887","1985","","","",https://artinvestment.ru/auctions/1672
424,Шиман,Эдуард,Густавович,0,"1885","1942","","","",https://artinvestment.ru/auctions/146360
425,Штуцер,Наталия,Ивановна,0,"1895","1977","","","",https://artinvestment.ru/auctions/146380
426,Рудин,Николай,Михайлович,0,"1891","1978","","","",https://www.litfund.ru/auction/126/258/
427,Эпштейн,Елизавета,Ивановна,0,"1879","1956","","","",https://artinvestment.ru/auctions/92290
428,Явленский,Алексей,Георгиевич,0,"1864","1941","","","",https://artinvestment.ru/auctions/1592
429,Анненков,Юрий,Павлович,0,"1889","1974","","","",https://artinvestment.ru/auctions/837
430,Балльер,Август,Иванович,0,"1879","1962","","","",https://artinvestment.ru/auctions/130890
431,Бобров,Сергей,Павлович,0,"1889","1971","","","",https://artinvestment.ru/auctions/131650
432,Бодуэн де Куртенэ,София,Ивановна,0,"1887","1967",Дерпт,Ченстохова,"","https://ru.wikipedia.org/wiki/Бодуэн_де_Куртенэ,_София_Ивановна"
433,Бубнова,Варвара,Дмитриевна,0,"1886","1983","","","",https://artinvestment.ru/auctions/45560
434,Бурлюк,Никита,Давидович,0,"1915","1995","","","",https://artinvestment.ru/auctions/116270
435,Быстренин,Валентин,Иванович,0,"1872","1944","","","",https://artinvestment.ru/auctions/131690
436,Верховский,Г,Е,0,"","","","","",https://artinvestment.ru/auctions/131710
437,Воинов,Ростислав,Владимирович,0,"1881","1919","","","",https://artinvestment.ru/auctions/131610
438,Воинов,С,И,0,"","","","","",https://artinvestment.ru/auctions/131970
439,Гауш,Александр,Фёдорович,0,"1873","1947","","","",https://artinvestment.ru/auctions/1348
440,Гуро,Елена,Генриховна,0,"1877","1913","","","",https://artinvestment.ru/auctions/14230
441,Денисов,Владимир,Алексеевич,0,"1887","1970","","","",https://artinvestment.ru/auctions/136130
442,Дыдышко,Константин,Викентьевич,0,"1876","1932","","","",https://artinvestment.ru/auctions/5233
443,Зарецкий,Николай,Васильевич,0,"1876","1959","","","",https://artinvestment.ru/auctions/125910
444,Зданевич,Илья,Михайлович,0,"1894","1975","","","",https://artinvestment.ru/auctions/2006
445,Зельманова,Анна,Михайловна,0,ок. 1890,"1948","","","",https://artinvestment.ru/auctions/131730
446,Лабунская,Галина,Викторовна,0,"","","","","",https://artinvestment.ru/auctions/131750
447,Ларионов,Иван,Фёдорович,0,"1884",ок. 1920,"","","",https://artinvestment.ru/auctions/131770
448,Ле Дантю,Михаил,Васильевич,0,"1891","1917","","","",https://artinvestment.ru/auctions/131790
449,Лермонтова,Надежда,Владимировна,0,"1885","1921","","","",https://artinvestment.ru/auctions/777
450,Любавина,Надежда,Ивановна,0,"2-я половина XIX","1-я половина XX","","","",https://artinvestment.ru/auctions/52250
451,Марков,Владимир,И,0,"1877","1914","","","",https://artinvestment.ru/auctions/131810
452,Мительман,Лев,Яковлевич,0,конец XIX,не ранее 1924,"","","",https://artinvestment.ru/auctions/131830
453,Нагубников,Святослав,Александрович,0,"1886",ок. 1914,"","","",https://artinvestment.ru/auctions/131850
454,Потипака,П,Д,0,"","","","","",https://artinvestment.ru/auctions/131870
455,Сагайдачный,Евгений,Яковлевич,0,"1886","1961","","","",https://artinvestment.ru/auctions/131910
456,Спандиков,Эдуард,Карлович,0,"1875","1929","","","",https://artinvestment.ru/auctions/106110
457,Уханова,Анастасия,Васильевна,0,"1885","1973","","","",https://artinvestment.ru/auctions/22710
458,Цадкин,Осип,Алексеевич,0,"1890","1967","","","",https://artinvestment.ru/auctions/1176
459,Шехтель,Вера,Фёдоровна,0,"1896","1958","","","",https://artinvestment.ru/auctions/131930
460,Школьник,Иосиф,Соломонович,0,"1883","1926","","","",https://artinvestment.ru/auctions/91610
461,Шлейфер,Цалия,Яковлевич,0,"1881","1943","","","",https://artinvestment.ru/auctions/131630
462,Алфеевский,Валерий,Сергеевич,0,"1906","1989","","","",https://artinvestment.ru/auctions/138460
463,Антонов,Фёдор,Васильевич,0,"1904","1991","","","",https://artinvestment.ru/auctions/18730
464,Аркин,Аркадий,Ефимович,0,"","","","","",https://artinvestment.ru/auctions/140480
465,Барщ,Александр,Осипович,0,"1897","1971","","","",https://artinvestment.ru/auctions/79610
466,Бектеева,Нина,Петровна,0,"1897","1980","","","",https://artinvestment.ru/auctions/140500
467,Берендгоф,Георгий,Сергеевич,0,"1903","1946","","","",https://artinvestment.ru/auctions/140520
468,Булгаков,Борис,Петрович,0,"1893","1964","","","",https://artinvestment.ru/auctions/84895
469,Вайнер,Лазарь,Яковлевич,0,"1885","1933","","","",https://artinvestment.ru/auctions/137310
470,Виноградова,Елена,Васильевна,0,"","","","","",https://artinvestment.ru/auctions/140540
471,Гранавцева,Мария,Степановна,0,"1904","1989","","","",https://artinvestment.ru/auctions/138480
472,Гуров,Николай,Тимофеевич,0,"1905","","","","",https://artinvestment.ru/auctions/140560
473,Дейнека,Александр,Александрович,0,"1899","1969","","","",https://artinvestment.ru/auctions/1060
474,Доброковский,Мечислав,Васильевич,0,"1895","1938","","","",https://artinvestment.ru/auctions/79550
475,Зевин,Лев,Яковлевич,0,"1903","1942","","","",https://artinvestment.ru/auctions/52590
476,Зусман,Леонид,Павлович,0,"1906","1984","","","",https://artinvestment.ru/auctions/106810
477,Ивановский,Иван,Васильевич,0,"1905","1980","","","",https://artinvestment.ru/auctions/27130
478,Кищенков,Леонид,Иванович,0,"1902","","","","",https://artinvestment.ru/auctions/140580
479,Козлов,Александр,Николаевич,0,"1902","1946","","","",https://artinvestment.ru/auctions/84955
480,Кондратов,Фёдор,Филиппович,0,"1897","1944","","","",https://artinvestment.ru/auctions/139020
481,Крылов,Порфирий,Никитич,0,"1902","1990","","","",https://artinvestment.ru/auctions/7093
482,Кушнер,Борис,Анисимович,0,"1888","","","","",https://dic.academic.ru/dic.nsf/enc_biography/67405/Кушнер
483,Куприянов,Михаил,Васильевич,0,"1903","1991","","","",https://artinvestment.ru/auctions/966
484,Лебедева,Татьяна,Александровна,0,"1906","1980","","","",https://artinvestment.ru/auctions/139040
485,Платов,Фёдор,Фёдорович,0,"1895","1967","","","",https://artinvestment.ru/auctions/8645
486,Побережская,Ада,Израилевна,0,"","","","","",https://artinvestment.ru/auctions/140640
487,Попков,Иван,Григорьевич,0,"1896","1976","","","",https://artinvestment.ru/auctions/48200
488,Рабичев,Исаак,Беньич,0,"1896","1957","","","",https://artinvestment.ru/auctions/111030
489,Соколов,Николай,Александрович,0,"1903","2000","","","",https://artinvestment.ru/auctions/1080
490,Шифрин,Ниссон,Абрамович,0,"1892","1961","","","",https://artinvestment.ru/auctions/140440
491,Штеренберг,Давид,Петрович,0,"1881","1948","","","",https://artinvestment.ru/auctions/226
492,Щипицын,Александр,Васильевич,0,"1897","1943","","","",https://artinvestment.ru/auctions/140680
493,Эллонен,Виктор,Вильгельмович,0,"1891","1980","","","",https://artinvestment.ru/auctions/137690
494,Александрова,Татьяна,Борисовна,0,"1907","1987","","","",https://artinvestment.ru/auctions/32310
495,Бабичев,Пётр,Павлович,0,"1902","1947","","","",https://artinvestment.ru/auctions/133890
496,Белякова,Екатерина,Михайловна,0,"1891","1980","","","",https://artinvestment.ru/auctions/133910
497,Жегин,Лев,Фёдорович,0,"1892","1969","","","",https://artinvestment.ru/auctions/133850
498,Кадлубинский,К,К,0,"","","","","",https://artinvestment.ru/auctions/133870
499,Николаевцев,Иван,Григорьевич,0,"1902","1960","","","",https://artinvestment.ru/auctions/15190
500,Синезубов,Николай,Васильевич,0,"1891","1956","","","",https://artinvestment.ru/auctions/1836
501,Соболев,Иван,Сергеевич,0,"1884","1964","","","",https://artinvestment.ru/auctions/133970
502,Фёдоров,Леонид,Александрович,0,"1892","1960","","","",https://artinvestment.ru/auctions/133990
503,Флоренская,Раиса,Александровна,0,"1896","1932","","","",https://artinvestment.ru/auctions/79905
504,Чекрыгин,Василий,Николаевич,0,"1897","1922","","","",https://artinvestment.ru/auctions/1436
505,Британишский,Лев,Романович,0,"1897","1971","","","",https://artinvestment.ru/auctions/135930
506,Ведерников,Александр,Семёнович,0,"1898","1975","","","",https://artinvestment.ru/auctions/1558
507,Вербов,Михаил,Фёдорович,0,"1900","1980 (1982)","","","",https://artinvestment.ru/auctions/135950
508,Гаскевич,Екатерина,Степановна,0,"1905","1994","","","",https://artinvestment.ru/auctions/135970
509,Гельман,Макс,Исаевич,0,"1892","1979","","","",https://artinvestment.ru/auctions/135990
510,Гернет,Татьяна,Евгеньевна,0,"1899","","","","",https://artinvestment.ru/auctions/136010
511,Дёмина,Клавдия,Петровна,0,"1900","1976","","","",https://artinvestment.ru/auctions/96740
512,Емельянов,Николай,Дмитриевич,0,"1904","1938","","","",https://artinvestment.ru/auctions/123410
513,Забровский,Ерухим,Самойлович,0,"1900 (?)","1942 (?)","","","",https://artinvestment.ru/auctions/136150
514,Загоскин,Давид,Ефимович,0,"1900","1942","","","",https://artinvestment.ru/auctions/52210
515,Зайцев,Александр,Дмитриевич,0,"1903","1982","","","",https://artinvestment.ru/auctions/136170
516,Зарянов,Фёдор,Иванович,0,"1903","1942","","","",https://artinvestment.ru/auctions/136190
517,Иванов,Григорий,Иванович,0,"1894","1960","","","",https://artinvestment.ru/auctions/136210
518,Иванова-Ленинградская,Ника,Васильевна,0,"1883","1952","","","",https://artinvestment.ru/auctions/136230
519,Иноземцев,Борис,Иванович,0,"1904",ок. 1941,"","","",https://artinvestment.ru/auctions/136250
520,Каплун,Софья,Гитмановна,0,"1901","1962","","","",https://artinvestment.ru/auctions/136270
521,Каплянский,Борис,Евсеевич,0,"1903","1984","","","",https://artinvestment.ru/auctions/136290
522,Кортиков,Г,"",0,"","","","","",https://artinvestment.ru/auctions/136030
523,Купервассер,Татьяна,Исидоровна,0,"1903","1972","","","",https://artinvestment.ru/auctions/14790
524,Куприянова,Серафима,Андреевна,0,"1903","1979","","","",https://artinvestment.ru/auctions/136050
525,Купцов,Василий,Васильевич,0,"1899","1935","","","",https://artinvestment.ru/auctions/124370
526,Лагздынь,Георгий,Андреевич,0,"1890 (1894 или 1895)","1942","","","",https://artinvestment.ru/auctions/136070
527,Лизак,Израиль,Львович,0,"1905","1974","","","",https://artinvestment.ru/auctions/79925
528,Малагис,Владимир,Ильич,0,"1902","1974","","","",https://artinvestment.ru/auctions/109570
529,Малахин,Абрам,Лазаревич,0,"1901","1970","","","",https://artinvestment.ru/auctions/136310
530,Месс,Леонид,Абрамович,0,"1907","1993","","","",https://artinvestment.ru/auctions/136330
531,Могилевский,Наум,Семёнович,0,"1895","1975","","","",https://artinvestment.ru/auctions/136350
532,Немёнова,Герта,Михайловна,0,"1905","1986","","","",https://artinvestment.ru/auctions/45700
533,Николаев,Василий,Петрович,0,"1906","1941","","","",https://artinvestment.ru/auctions/136370
534,Носков,Михаил,Васильевич,0,"1892","1957","","","",https://artinvestment.ru/auctions/136390
535,Орехов,Иван,Васильевич,0,"1888",ок. 1940,"","","",https://artinvestment.ru/auctions/42280
536,Пакулин,Вячеслав,Владимирович,0,"1900","1951","","","",https://artinvestment.ru/auctions/1210
537,Пахомов,Алексей,Фёдорович,0,"1900","1973","","","",https://artinvestment.ru/auctions/1842
538,Петрова–Троцкая,Екатерина,Михайловна,0,"1900","1932","","","",https://artinvestment.ru/auctions/83920
539,Порет,Алиса,Ивановна,0,"1902","1984","","","",https://artinvestment.ru/auctions/3313
540,Почтенный,Алексей,Петрович,0,"1895","1942","","","",https://artinvestment.ru/auctions/136410
541,Пьянкова,Галина,Борисовна,0,"1903","1942","","","",https://artinvestment.ru/auctions/136430
542,Русаков,Александр,Исаакович,0,"1898","1952","","","",https://artinvestment.ru/auctions/12030
543,Самохвалов,Александр,Николаевич,0,"1894","1971","","","",https://artinvestment.ru/auctions/1116
544,Свиненко,Николай,Владимирович,0,"1900","1942","","","",https://artinvestment.ru/auctions/136450
545,Суцкевер,Михаил,Максимович,0,"1896","1942","","","",https://artinvestment.ru/auctions/136470
546,Тимошенко,Лидия,Яковлевна,0,"1903","1976","","","",https://artinvestment.ru/auctions/46660
547,Траугот,Георгий,Николаевич,0,"1903","1961","","","",https://artinvestment.ru/auctions/136490
548,Федоричева,Мария,Александровна,0,"1895","1971","","","",https://artinvestment.ru/auctions/136090
549,Хлестова,Надежда,Ивановна,0,"1899","1942","","","",https://artinvestment.ru/auctions/136510
550,Хортик,Леонид,Яковлевич,0,"1889 (1886)","1942","","","",https://artinvestment.ru/auctions/136530
551,Чугунов,Сергей,Александрович,0,"1901","1942","","","",https://artinvestment.ru/auctions/52530
552,Шаньгин,Иван,Ефимович,0,"1904",не ранее 1941,"","","",https://artinvestment.ru/auctions/136550
553,Шехтман,Михаил,Лазаревич,0,"1882","1938","","","",https://artinvestment.ru/auctions/136570
554,Шур,Яков,Михайлович,0,"1902","1993","","","",https://artinvestment.ru/auctions/136110
555,Эккерт,Эмиль-Оскар,Фридрихович,0,"1890","1957","","","",https://artinvestment.ru/auctions/136590
556,Гильдебрандт,Ольга,Николаевна,0,"1897/1898","1980","","","",https://artinvestment.ru/auctions/101440
557,Даран,Даниил,Борисович,0,"1894","1964","","","",https://artinvestment.ru/auctions/68980
558,Ижевский,Сергей,Дмитриевич,0,"1899","1985","","","",https://artinvestment.ru/auctions/137850
559,Кашина,Надежда,Васильевна,0,"1896","1977","","","",https://artinvestment.ru/auctions/96640
560,Кашина,Нина,Васильевна,0,"1903","1985","","","",https://artinvestment.ru/auctions/1546
561,Кузьмин,Николай,Васильевич,0,"1890","1987","","","",https://artinvestment.ru/auctions/334
562,Либерман,Залман,Рувимович,0,"1903","1940","","","",https://artinvestment.ru/auctions/137870
563,Маврина,Татьяна,Алексеевна,0,"1900","1996","","","",https://artinvestment.ru/auctions/1098
564,Недбайло,Михаил,Иванович,0,"1901","1943","","","",https://artinvestment.ru/auctions/101640
565,Расторгуев,Сергей,Николаевич,0,"1896","1943","","","",https://artinvestment.ru/auctions/250
566,Рыбченков,Борис,Фёдорович,0,"1899","1994","","","",https://artinvestment.ru/auctions/4655
567,Семашкевич,Роман,Матвеевич,0,"1900","1937","","","",https://artinvestment.ru/auctions/137890
568,Стефанский,Чеслав,Казимирович,0,"1889","1942","","","",https://artinvestment.ru/auctions/103920
569,Юркун,Юрий,Иванович,0,"1895","1938","","","",https://artinvestment.ru/auctions/106210
570,Баранов-Россине,Владимир,Давидович,0,"1888","1944","","","",https://artinvestment.ru/auctions/27
571,Богомазов,Александр,Константинович,0,"1880","1930","","","",https://artinvestment.ru/auctions/230
572,Бурлюк-Кузнецова,Людмила,Давидовна,0,"1884","1968 (1973 (?))","","","",https://artinvestment.ru/auctions/123250
573,Кнабе,Иван,Адольфович,0,"1879",ок. 1910,"","","",https://artinvestment.ru/auctions/122850
574,Коваленко,П,"",0,"","","","","",https://artinvestment.ru/auctions/123310
575,Михневич,Людмила,Иосифовна,0,"1861","1923 (1924 (?))","","","",https://artinvestment.ru/auctions/138000
576,Шмит-Рыжова,Людмила,Фёдоровна,0,"1881","","","","",https://artinvestment.ru/auctions/123330
577,Якулов,А,Б,0,"","","","","",https://artinvestment.ru/auctions/123350
